codice,data,nomeUtente,codiceQuiz
739,2026-03-21,flavio_longo,536
740,2026-02-14,flavio_longo,484
741,2026-06-21,laura_rinaldi2,495
742,2026-02-12,laura_rinaldi2,261
743,2025-11-28,laura_rinaldi2,36
744,2026-04-20,laura_rinaldi2,264
745,2026-06-03,laura_rinaldi2,231
746,2026-01-11,giada_rosati,181
747,2026-05-27,giada_rosati,72
748,2026-05-11,federica_fabbri,29
749,2026-05-26,federica_fabbri,503
750,2026-06-27,laura_sorrentino,346
751,2026-01-04,laura_sorrentino,242
752,2026-05-30,laura_sorrentino,283
753,2025-12-25,laura_sorrentino,186
754,2026-06-27,silvia_pisano,368
755,2026-05-15,silvia_pisano,351
756,2026-03-13,silvia_pisano,494
757,2026-01-01,cinzia_negri,295
758,2026-06-20,cinzia_negri,236
759,2026-06-15,cinzia_negri,216
760,2025-08-25,cinzia_negri,129
761,2026-06-17,carmine_gentile,406
762,2025-04-19,carmine_gentile,43
763,2026-06-27,carmine_gentile,474
764,2026-02-25,carmine_gentile,51
765,2025-09-19,giorgio_alfano,99
766,2026-03-03,giorgio_alfano,418
767,2024-10-24,giorgio_alfano,215
768,2026-05-14,giorgio_alfano,49
769,2025-01-14,giorgio_alfano,118
770,2026-06-04,silvia_pisano2,496
771,2024-02-26,marco_alfano,202
772,2026-02-15,marco_alfano,117
773,2026-02-24,marco_alfano,68
774,2026-03-28,lisa_guida,200
775,2026-05-30,lisa_guida,107
776,2026-06-24,lisa_guida,273
777,2024-07-13,lisa_guida,179
778,2026-03-21,flavio_pisano,380
779,2026-06-22,flavio_pisano,525
780,2026-02-06,flavio_pisano,81
781,2026-06-28,flavio_pisano,64
782,2026-01-25,giorgio_rosati,170
783,2026-03-29,giorgio_rosati,326
784,2025-08-25,giorgio_rosati,75
785,2026-06-10,giorgio_rosati,292
786,2026-06-23,giorgio_rosati,10
787,2025-10-14,giulia_gentile,363
788,2026-05-18,giulia_gentile,5
789,2026-05-10,giulia_gentile,83
790,2026-02-28,giulia_gentile,334
791,2025-08-06,flavio_fabbri,237
792,2026-03-15,flavio_fabbri,74
793,2026-04-10,flavio_fabbri,505
794,2026-04-22,flavio_fabbri,107
795,2026-06-11,anna_ferrara,148
796,2026-04-22,anna_ferrara,64
797,2026-05-24,anna_ferrara,269
798,2026-03-28,noemi_de_marco,300
799,2026-05-18,noemi_de_marco,172
800,2026-03-01,noemi_de_marco,83
801,2026-04-14,emanuele_amato,395
802,2026-01-17,emanuele_amato,71
803,2026-06-15,emanuele_amato,165
804,2026-06-02,ivan_de_luca,272
805,2026-02-08,ivan_de_luca,245
806,2026-03-23,laura_angeli,536
807,2024-06-12,laura_angeli,510
808,2026-03-26,laura_angeli,158
809,2025-09-19,laura_angeli,106
810,2026-06-21,laura_angeli,258
811,2026-05-28,ivan_de_rosa,170
812,2025-01-02,ivan_de_rosa,220
813,2026-04-01,ivan_de_rosa,520
814,2026-06-02,emanuele_grassi,74
815,2025-07-29,emanuele_grassi,79
816,2024-09-14,emanuele_grassi,353
817,2026-05-21,federica_sanna,504
818,2026-05-05,federica_sanna,10
819,2026-05-07,federica_sanna,129
820,2025-02-11,federica_sanna,472
821,2026-05-17,giulia_biffi,273
822,2026-06-24,giulia_biffi,131
823,2025-12-28,ernesto_riva,1
824,2026-02-28,ernesto_riva,51
825,2026-06-24,ernesto_riva,166
826,2024-03-18,ernesto_riva,455
827,2025-02-08,ernesto_riva,356
828,2025-09-24,laura_tozzi,48
829,2025-11-09,laura_tozzi,149
830,2026-06-09,laura_tozzi,182
831,2026-03-21,laura_tozzi,91
832,2024-10-15,laura_tozzi,260
833,2026-06-08,claudia_napoli,75
834,2026-01-10,elena_grassi,456
835,2025-05-19,elena_grassi,444
836,2024-08-13,elena_grassi,511
837,2026-06-22,elena_grassi,312
838,2026-03-18,elena_grassi,487
839,2025-07-01,francesco_quaranta,177
840,2026-05-01,francesco_quaranta,71
841,2026-03-22,francesco_quaranta,504
842,2026-06-26,nicola_quaranta,235
843,2025-06-16,nicola_quaranta,373
844,2026-06-22,nicola_quaranta,432
845,2026-05-24,nicola_quaranta,456
846,2026-06-25,davide_fabbri,214
847,2026-03-17,davide_fabbri,67
848,2026-02-15,davide_fabbri,191
849,2026-05-02,serena_colombi,448
850,2024-11-14,serena_colombi,409
851,2025-12-19,serena_colombi,175
852,2024-10-03,laura_fazio,539
853,2025-04-23,laura_fazio,151
854,2026-04-26,martina_tozzi,411
855,2026-01-02,martina_tozzi,120
856,2026-04-08,francesco_pagano,75
857,2026-05-10,francesco_pagano,123
858,2025-03-15,francesco_pagano,373
859,2026-04-27,francesco_pagano,203
860,2026-05-31,roberta_sanna2,86
861,2026-04-24,roberta_sanna2,252
862,2026-02-01,roberta_sanna2,71
863,2025-04-19,sofia_longo,446
864,2026-03-01,sofia_longo,145
865,2025-12-21,sofia_longo,163
866,2026-03-29,sofia_longo,149
867,2025-02-21,jessica_colombi,402
868,2026-06-03,jessica_colombi,370
869,2026-02-23,jessica_colombi,253
870,2025-12-15,luca_rinaldo,451
871,2025-08-31,luca_rinaldo,164
872,2026-06-23,giorgio_napoli,464
873,2026-06-22,giorgio_napoli,227
874,2026-06-25,giorgio_napoli,462
875,2025-10-22,giorgio_napoli,451
876,2026-01-27,giorgio_napoli,415
877,2026-06-08,giada_amato,366
878,2026-02-22,giada_amato,168
879,2025-11-15,giada_amato,469
880,2026-05-17,giada_amato,18
881,2025-05-27,giada_amato,459
882,2024-12-08,sara_colombi,472
883,2026-06-24,sara_colombi,127
884,2026-03-13,sara_colombi,165
885,2026-05-13,sara_colombi,385
886,2024-12-19,matteo_guida,204
887,2026-01-02,matteo_guida,231
888,2026-04-28,matteo_guida,115
889,2026-06-09,cinzia_fazio,483
890,2024-11-13,cinzia_fazio,65
891,2026-04-24,federica_poli,341
892,2025-06-19,federica_poli,7
893,2026-01-06,federica_poli,3
894,2025-09-26,katia_monti,345
895,2026-05-08,katia_monti,144
896,2024-09-27,katia_monti,222
897,2026-06-28,alessio_angeli,346
898,2026-04-30,alessio_angeli,509
899,2025-07-11,alessio_angeli,79
900,2026-02-09,federica_pisano,422
901,2025-06-14,federica_pisano,352
902,2024-08-25,federica_pisano,532
903,2026-06-16,francesca_milani,306
904,2026-04-09,francesca_milani,521
905,2024-09-29,francesca_milani,539
